Address,Suburb,Regionname,Type,Price_boxcox,Method,Date,Distance_yeojohnson,NewBed_yeojohnson,Bathroom_boxcox,Car_yeojohnson,Landsize_no_out,Propertycount,Landsize_Indicator
18 Curzon St,Brighton East,Southern Metropolitan,h,7.50915535714413,S,2016-05-22,0.53391024910554,1.5527819450628428,0.46717823203800657,1.3141595427987196,0.49815770081061167,6938.0,0
1 Marriage Rd,Brighton East,Southern Metropolitan,h,7.52142941593316,S,2016-05-22,0.53391024910554,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.5394252026529108,6938.0,0
6 Murray St,Brighton East,Southern Metropolitan,h,7.469717011046872,PI,2016-05-22,0.53391024910554,3.207915376752762,0.6039493258762062,1.3141595427987196,0.3883566691230656,6938.0,0
4/2 Hornby St,Brighton East,Southern Metropolitan,t,7.286622702419732,SP,2016-09-24,0.53391024910554,0.8586797743388601,0.0,0.7751830004004951,0.12232866617538689,6938.0,0
16b Regent St,Brighton East,Southern Metropolitan,t,7.479297705500525,S,2016-09-24,0.53391024910554,1.5527819450628428,0.46717823203800657,1.3141595427987196,0.36551215917464996,6938.0,0
8 Thomas St,Brighton East,Southern Metropolitan,h,7.445936541636825,S,2016-09-24,0.53391024910554,1.5527819450628428,0.6039493258762062,1.3141595427987196,0.22254974207811348,6938.0,0
6/141 Centre Rd,Brighton East,Southern Metropolitan,u,7.105338206176821,VB,2017-02-25,0.53391024910554,0.8586797743388601,0.0,0.7751830004004951,0.0,6938.0,1
35 Elizabeth St,Brighton East,Southern Metropolitan,h,7.483252405303728,SP,2017-02-25,0.53391024910554,2.157793988902932,0.46717823203800657,1.3141595427987196,0.23876197494473103,6938.0,0
39 Ferguson St,Brighton East,Southern Metropolitan,h,7.404431848819241,S,2017-02-25,0.53391024910554,2.157793988902932,0.0,0.7751830004004951,0.30950626381724394,6938.0,0
313 Nepean Hwy,Brighton East,Southern Metropolitan,h,7.380017570035319,S,2017-02-25,0.53391024910554,1.5527819450628428,0.46717823203800657,1.3141595427987196,0.3971997052321297,6938.0,0
7 Valdemar Ct,Brighton East,Southern Metropolitan,h,7.469234417273493,S,2017-02-25,0.53391024910554,2.7041577949550764,0.0,1.3141595427987196,0.43478260869565216,6938.0,0
3/127 Dendy St,Brighton East,Southern Metropolitan,u,7.290653950349507,S,2016-07-26,0.53391024910554,1.5527819450628428,0.0,0.7751830004004951,0.054532056005895356,6938.0,0
2/21 Hodder St,Brighton East,Southern Metropolitan,t,7.455941917292145,S,2016-07-26,0.53391024910554,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.23212969786293294,6938.0,0
2/33 Cluden St,Brighton East,Southern Metropolitan,u,7.356647991334691,S,2016-11-27,0.53391024910554,1.5527819450628428,0.0,0.7751830004004951,0.1260132645541636,6938.0,0
9 Montgomery St,Brighton East,Southern Metropolitan,h,7.619519933075821,S,2016-11-27,0.53391024910554,2.7041577949550764,0.6671097024804146,2.0996267320370774,0.3750921149594694,6938.0,0
11 Summerhill Rd,Brighton East,Southern Metropolitan,h,7.521178379074897,S,2016-11-27,0.53391024910554,1.5527819450628428,0.0,1.3141595427987196,0.4863669859985262,6938.0,0
5 Tuxen Ct,Brighton East,Southern Metropolitan,h,7.500318453102442,S,2016-11-27,0.53391024910554,3.207915376752762,0.46717823203800657,1.3141595427987196,0.5003684598378777,6938.0,0
5 Arnot St,Brighton East,Southern Metropolitan,t,7.431053341743933,S,2016-05-28,0.53391024910554,2.157793988902932,0.46717823203800657,1.3141595427987196,0.21886514369933677,6938.0,0
4 Bruce St,Brighton East,Southern Metropolitan,h,7.459681197426293,S,2016-05-28,0.53391024910554,2.7041577949550764,0.0,1.3141595427987196,0.4834193072955048,6938.0,0
3/44 Union St,Brighton East,Southern Metropolitan,u,7.310802993183077,S,2016-05-28,0.53391024910554,1.5527819450628428,0.0,0.7751830004004951,0.16728076639646278,6938.0,0
3/23 Walstab St,Brighton East,Southern Metropolitan,u,7.433923803503435,S,2016-05-28,0.53391024910554,2.157793988902932,0.46717823203800657,0.7751830004004951,0.16728076639646278,6938.0,0
214 Were St,Brighton East,Southern Metropolitan,h,7.575662332298429,S,2016-05-28,0.53391024910554,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.5578481945467945,6938.0,0
54 Regent St,Brighton East,Southern Metropolitan,t,7.464840782628679,S,2016-08-28,0.53391024910554,2.157793988902932,0.46717823203800657,1.3141595427987196,0.18201915991156964,6938.0,0
4/141 Centre Rd,Brighton East,Southern Metropolitan,u,7.238240652530164,S,2016-07-30,0.53391024910554,1.5527819450628428,0.0,0.7751830004004951,0.9086219602063376,6938.0,0
2a Hurlstone St,Brighton East,Southern Metropolitan,t,7.384837461662806,S,2016-07-30,0.53391024910554,1.5527819450628428,0.0,0.7751830004004951,0.1967575534266765,6938.0,0
8/55 De Carle St,Brunswick,Northern Metropolitan,u,7.166849132550536,S,2016-09-03,0.3675696631107941,1.5527819450628428,0.0,1.3141595427987196,0.0,11918.0,1
234 Victoria St,Brunswick,Northern Metropolitan,h,7.387679344401124,S,2016-09-03,0.3675696631107941,1.5527819450628428,0.0,0.0,0.1658069270449521,11918.0,0
9 Blair St,Brunswick,Northern Metropolitan,h,7.519855406064982,S,2016-12-03,0.3675696631107941,2.7041577949550764,0.6039493258762062,0.7751830004004951,0.17538688282977155,11918.0,0
25 Hardy St,Brunswick,Northern Metropolitan,h,7.477601916765186,VB,2016-12-03,0.3675696631107941,2.7041577949550764,0.6039493258762062,0.7751830004004951,0.26897568165070007,11918.0,0
29 Stewart St,Brunswick,Northern Metropolitan,h,7.567819718492398,S,2017-03-04,0.3675696631107941,2.7041577949550764,0.46717823203800657,1.7408240737773015,0.6271186440677966,11918.0,0
1/182 Albion St,Brunswick,Northern Metropolitan,h,7.393254737472033,SP,2016-06-04,0.3675696631107941,2.157793988902932,0.0,1.3141595427987196,0.19454679439941047,11918.0,0
11/97 Brickworks Dr,Brunswick,Northern Metropolitan,u,7.1554772997135645,S,2016-06-04,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
9/15 De Carle St,Brunswick,Northern Metropolitan,u,7.044811012236086,PI,2016-06-04,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.0,11918.0,1
2/3 Donald St,Brunswick,Northern Metropolitan,h,7.286252669788707,PI,2016-06-04,0.3675696631107941,2.157793988902932,0.6039493258762062,0.7751830004004951,0.05969049373618276,11918.0,0
3/9 Austin Tce,Brunswick,Northern Metropolitan,u,7.148919161075336,S,2016-08-06,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
77 Blyth St,Brunswick,Northern Metropolitan,h,7.369026468156659,SP,2016-08-06,0.3675696631107941,2.157793988902932,0.0,0.0,0.12527634487840825,11918.0,0
314 Barkly St,Brunswick,Northern Metropolitan,h,7.445936541636825,PI,2016-05-07,0.3675696631107941,2.157793988902932,0.46717823203800657,1.3141595427987196,0.313927781871776,11918.0,0
5/185 Brunswick Rd,Brunswick,Northern Metropolitan,t,7.344684082391499,PI,2016-05-07,0.3675696631107941,2.7041577949550764,0.46717823203800657,0.7751830004004951,0.07000736919675755,11918.0,0
141 Gold St,Brunswick,Northern Metropolitan,h,7.340500347112805,S,2016-05-07,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.13190862196020633,11918.0,0
143 Gold St,Brunswick,Northern Metropolitan,h,7.344684082391499,S,2016-05-07,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.13338246131171702,11918.0,0
3/4 Mitchell St,Brunswick,Northern Metropolitan,t,7.256645886901783,PI,2016-05-07,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
13 Percy St,Brunswick,Northern Metropolitan,h,7.39439858826937,S,2016-05-07,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.23876197494473103,11918.0,0
9/33 Staley St,Brunswick,Northern Metropolitan,u,7.177115059338651,S,2016-05-07,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
1/263 Albion St,Brunswick,Northern Metropolitan,u,7.278531935475971,S,2016-11-07,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.07369196757553427,11918.0,0
6/153 Barkly St,Brunswick,Northern Metropolitan,u,7.254529900546151,S,2016-11-07,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
21/10 Breese St,Brunswick,Northern Metropolitan,u,7.265732547913194,S,2016-11-07,0.3675696631107941,2.157793988902932,0.46717823203800657,1.3141595427987196,0.0,11918.0,1
79 Hope St,Brunswick,Northern Metropolitan,h,7.469717011046872,S,2016-11-07,0.3675696631107941,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.2380250552689757,11918.0,0
2 Sheffield St,Brunswick,Northern Metropolitan,h,7.379040761250674,S,2016-11-07,0.3675696631107941,2.157793988902932,0.0,1.3141595427987196,0.3021370670596905,11918.0,0
129 Albion St,Brunswick,Northern Metropolitan,h,7.40767602356575,PI,2016-10-08,0.3675696631107941,2.7041577949550764,0.0,0.0,0.19454679439941047,11918.0,0
39 Eveline St,Brunswick,Northern Metropolitan,h,7.40981218384043,S,2016-10-08,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.20486366985998528,11918.0,0
28 Osborne St,Brunswick,Northern Metropolitan,h,7.343250259923211,S,2016-10-08,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.16875460574797346,11918.0,0
78 Stewart St,Brunswick,Northern Metropolitan,h,7.358536037876222,S,2016-10-08,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.1584377302873987,11918.0,0
16 Thistle St,Brunswick,Northern Metropolitan,t,7.366450158938509,S,2016-10-08,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.13706705969049374,11918.0,0
28 Blair St,Brunswick,Northern Metropolitan,h,7.404431848819241,S,2016-09-10,0.3675696631107941,1.5527819450628428,0.0,0.0,0.11274871039056743,11918.0,0
3/38 Charles St,Brunswick,Northern Metropolitan,t,7.310802993183077,PI,2016-09-10,0.3675696631107941,1.5527819450628428,0.46717823203800657,0.7751830004004951,0.08695652173913043,11918.0,0
73 Davies St,Brunswick,Northern Metropolitan,h,7.394626641066197,S,2016-09-10,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.23212969786293294,11918.0,0
7/117 Albion St,Brunswick,Northern Metropolitan,t,7.26287997975718,S,2016-12-10,0.3675696631107941,1.5527819450628428,0.46717823203800657,0.7751830004004951,0.05305821665438468,11918.0,0
3/5 Evans St,Brunswick,Northern Metropolitan,u,7.350328844210039,S,2016-12-10,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0899042004421518,11918.0,0
5 MacKenzie St,Brunswick,Northern Metropolitan,h,7.4296036000744525,S,2016-12-10,0.3675696631107941,2.157793988902932,0.0,0.0,0.24392041267501843,11918.0,0
3A Austin Tce,Brunswick,Northern Metropolitan,h,7.329914172167793,PI,2017-02-11,0.3675696631107941,2.157793988902932,0.46717823203800657,1.7408240737773015,0.13043478260869565,11918.0,0
61 Evans St,Brunswick,Northern Metropolitan,h,7.405518632413101,S,2017-02-11,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.10832719233603537,11918.0,0
136 Hope St,Brunswick,Northern Metropolitan,h,7.4367563810001105,S,2017-02-11,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.28371407516580693,11918.0,0
87 Hope St,Brunswick,Northern Metropolitan,t,7.3703034324252386,S,2017-02-11,0.3675696631107941,2.157793988902932,0.46717823203800657,1.3141595427987196,0.24097273397199706,11918.0,0
94 Lydia St,Brunswick,Northern Metropolitan,t,7.354470361429341,S,2017-02-11,0.3675696631107941,0.8586797743388601,0.0,0.0,0.0,11918.0,1
443 Albert St,Brunswick,Northern Metropolitan,h,7.403120495539462,S,2017-03-11,0.3675696631107941,1.5527819450628428,0.0,1.3141595427987196,0.22181282240235814,11918.0,0
391 Brunswick Rd,Brunswick,Northern Metropolitan,h,7.411927508125184,S,2017-03-11,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.3227708179808401,11918.0,0
332 Albion St,Brunswick,Northern Metropolitan,h,7.32434925329206,S,2016-11-12,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.10980103168754606,11918.0,0
1/32 Donald St,Brunswick,Northern Metropolitan,u,7.248936048830253,SP,2016-11-12,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.08400884303610906,11918.0,0
98 Evans St,Brunswick,Northern Metropolitan,h,7.395536476877132,S,2016-11-12,0.3675696631107941,2.157793988902932,0.0,0.0,0.18938835666912307,11918.0,0
144A Glenlyon Rd,Brunswick,Northern Metropolitan,h,7.338892674740691,S,2016-11-12,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.13706705969049374,11918.0,0
246 Victoria St,Brunswick,Northern Metropolitan,h,7.353098415003624,S,2016-11-12,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.1466470154753132,11918.0,0
190 Barkly St,Brunswick,Northern Metropolitan,h,7.454393043166208,S,2016-08-13,0.3675696631107941,2.7041577949550764,0.0,0.7751830004004951,0.30655858511422257,11918.0,0
7 Barrow St,Brunswick,Northern Metropolitan,h,7.338892674740691,VB,2016-08-13,0.3675696631107941,1.5527819450628428,0.0,0.0,0.15401621223286663,11918.0,0
2/12 Jones St,Brunswick,Northern Metropolitan,t,7.288096864579473,SP,2016-08-13,0.3675696631107941,1.5527819450628428,0.46717823203800657,0.7751830004004951,0.0,11918.0,1
6/837 Park St,Brunswick,Northern Metropolitan,u,7.254529900546151,S,2016-08-13,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.5659543109801032,11918.0,0
74 Davies St,Brunswick,Northern Metropolitan,h,7.357189075579612,S,2016-05-14,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.2313927781871776,11918.0,0
14 Murdock St,Brunswick,Northern Metropolitan,h,7.37558733633039,S,2016-05-14,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.17686072218128224,11918.0,0
8/2 Pottery Ct,Brunswick,Northern Metropolitan,t,7.271333781157411,SP,2016-05-14,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0,11918.0,1
157 Albion St,Brunswick,Northern Metropolitan,h,7.317355179455069,S,2016-10-15,0.3675696631107941,1.5527819450628428,0.0,0.0,0.11201179071481208,11918.0,0
6/305 Albion St,Brunswick,Northern Metropolitan,u,7.051817936293956,S,2016-10-15,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.0,11918.0,1
177 Barkly St,Brunswick,Northern Metropolitan,h,7.519539159825261,VB,2016-10-15,0.3675696631107941,2.7041577949550764,0.46717823203800657,1.7408240737773015,0.19970523212969787,11918.0,0
30 Charles St,Brunswick,Northern Metropolitan,h,7.453006733793302,S,2016-10-15,0.3675696631107941,2.7041577949550764,0.0,0.7751830004004951,0.2726602800294768,11918.0,0
113 Glenlyon Rd,Brunswick,Northern Metropolitan,h,7.4477261886962784,S,2016-10-15,0.3675696631107941,2.7041577949550764,0.46717823203800657,0.7751830004004951,0.2070744288872513,11918.0,0
311 Albion St,Brunswick,Northern Metropolitan,h,7.334448427800991,S,2016-04-16,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.15475313190862197,11918.0,0
46 Cassels Rd,Brunswick,Northern Metropolitan,h,7.344684082391499,S,2016-04-16,0.3675696631107941,1.5527819450628428,0.0,1.3141595427987196,0.2593957258658806,11918.0,0
50 Davies St,Brunswick,Northern Metropolitan,h,7.335939675273038,S,2016-04-16,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.23507737656595432,11918.0,0
58 Donald St,Brunswick,Northern Metropolitan,h,7.3654111612682485,S,2016-04-16,0.3675696631107941,1.5527819450628428,0.0,1.3141595427987196,0.14738393515106854,11918.0,0
175 Edward St,Brunswick,Northern Metropolitan,h,7.436943895780054,S,2016-04-16,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.15917464996315403,11918.0,0
84 Stewart St,Brunswick,Northern Metropolitan,h,7.392104864629595,S,2016-04-16,0.3675696631107941,2.157793988902932,0.0,1.3141595427987196,0.1635961680176861,11918.0,0
215/1 Dods St,Brunswick,Northern Metropolitan,u,7.391874162085883,S,2016-07-16,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.0,11918.0,1
154 Brunswick Rd,Brunswick,Northern Metropolitan,h,7.393254737472033,SP,2016-09-17,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.1761238025055269,11918.0,0
2 Chambers St,Brunswick,Northern Metropolitan,h,7.505326846985916,S,2016-09-17,0.3675696631107941,2.157793988902932,0.46717823203800657,1.7408240737773015,0.34635224760501104,11918.0,0
54 Davies St,Brunswick,Northern Metropolitan,h,7.398914955112533,PI,2016-09-17,0.3675696631107941,1.5527819450628428,0.0,0.0,0.22918201915991157,11918.0,0
2/1 Sturrock St,Brunswick,Northern Metropolitan,u,7.26287997975718,S,2016-09-17,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.09948415622697127,11918.0,0
23/10 Breese St,Brunswick,Northern Metropolitan,u,7.208103839368571,S,2017-03-18,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.8400884303610907,11918.0,0
393A Brunswick Rd,Brunswick,Northern Metropolitan,h,7.4367563810001105,S,2017-03-18,0.3675696631107941,2.157793988902932,0.0,2.6909858356020337,0.41488577745025795,11918.0,0
52 Evans St,Brunswick,Northern Metropolitan,h,7.499622897462145,S,2017-03-18,0.3675696631107941,2.157793988902932,0.0,1.3141595427987196,0.3647752394988946,11918.0,0
8/705 Park St,Brunswick,Northern Metropolitan,u,7.254954649583404,S,2017-03-18,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
32 Rose St,Brunswick,Northern Metropolitan,h,7.326839589931345,PI,2017-03-18,0.3675696631107941,0.8586797743388601,0.0,2.0996267320370774,0.2431834929992631,11918.0,0
17 Sutherland St,Brunswick,Northern Metropolitan,h,7.385075698203303,S,2017-03-18,0.3675696631107941,1.5527819450628428,0.0,0.0,0.3338246131171702,11918.0,0
3 Ballarat St,Brunswick,Northern Metropolitan,t,7.264921125873631,PI,2016-06-18,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.0604274134119381,11918.0,0
5 Black St,Brunswick,Northern Metropolitan,h,7.5064760823227035,S,2016-06-18,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0,11918.0,1
77 Brickworks Dr,Brunswick,Northern Metropolitan,t,7.33143580611468,S,2016-06-18,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.07295504789977893,11918.0,0
11/68 De Carle St,Brunswick,Northern Metropolitan,u,7.171129803938184,SP,2016-06-18,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
68 Henkel St,Brunswick,Northern Metropolitan,h,7.353098415003624,S,2016-06-18,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.19086219602063376,11918.0,0
144 Union St,Brunswick,Northern Metropolitan,h,7.52142941593316,S,2016-06-18,0.3675696631107941,2.157793988902932,0.0,1.7408240737773015,0.4509948415622697,11918.0,0
222 Barkly St,Brunswick,Northern Metropolitan,h,7.593147464150536,S,2016-11-19,0.3675696631107941,3.207915376752762,0.46717823203800657,1.3141595427987196,0.4089904200442152,11918.0,0
105 Dawson St,Brunswick,Northern Metropolitan,h,7.344684082391499,PI,2016-11-19,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.2196020633750921,11918.0,0
10/66 De Carle St,Brunswick,Northern Metropolitan,u,7.202859309312109,S,2016-11-19,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.7958732498157701,11918.0,0
64 Henkel St,Brunswick,Northern Metropolitan,h,7.379040761250674,S,2016-11-19,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.14296241709653648,11918.0,0
15/11 Aberdeen St,Brunswick,Northern Metropolitan,u,7.113164868838683,S,2016-05-22,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
35 Charles St,Brunswick,Northern Metropolitan,h,7.347806394801534,S,2016-05-22,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.1584377302873987,11918.0,0
5 Hanover St,Brunswick,Northern Metropolitan,h,7.377813612285713,S,2016-05-22,0.3675696631107941,2.157793988902932,0.0,1.3141595427987196,0.2829771554900516,11918.0,0
64 Hanover St,Brunswick,Northern Metropolitan,h,7.434872158116714,S,2016-05-22,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.3559322033898305,11918.0,0
1/21 Jones St,Brunswick,Northern Metropolitan,h,7.22846134557506,S,2016-05-22,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
8/2 Pottery Ct,Brunswick,Northern Metropolitan,t,7.271333781157411,SP,2016-05-22,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0,11918.0,1
131 Tinning St,Brunswick,Northern Metropolitan,h,7.460689674104514,S,2016-05-22,0.3675696631107941,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.288135593220339,11918.0,0
58 Cassels Rd,Brunswick,Northern Metropolitan,h,7.344684082391499,S,2016-08-22,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.13559322033898305,11918.0,0
2/825 Park St,Brunswick,Northern Metropolitan,u,7.174141181561788,S,2016-08-22,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.0,11918.0,1
26 Talbot St,Brunswick,Northern Metropolitan,h,7.344684082391499,SP,2016-08-22,0.3675696631107941,1.5527819450628428,0.0,0.0,0.11274871039056743,11918.0,0
4 McPherson St,Brunswick,Northern Metropolitan,h,7.337421049618379,PI,2016-04-23,0.3675696631107941,2.157793988902932,0.0,0.0,0.22254974207811348,11918.0,0
35 Percy St,Brunswick,Northern Metropolitan,h,7.295328021185381,S,2016-04-23,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.11864406779661017,11918.0,0
94 Wilson St,Brunswick,Northern Metropolitan,h,7.326839589931345,S,2016-04-23,0.3675696631107941,1.5527819450628428,0.0,0.0,0.10095799557848195,11918.0,0
270 Albion St,Brunswick,Northern Metropolitan,h,7.350328844210039,S,2016-09-24,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.19454679439941047,11918.0,0
1 Davison St,Brunswick,Northern Metropolitan,h,7.381474685475382,S,2016-09-24,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.2726602800294768,11918.0,0
2/18 De Carle St,Brunswick,Northern Metropolitan,t,7.3121287260320456,S,2016-09-24,0.3675696631107941,1.5527819450628428,0.46717823203800657,0.7751830004004951,0.13043478260869565,11918.0,0
17 Goodman St,Brunswick,Northern Metropolitan,h,7.3601416610408235,S,2016-09-24,0.3675696631107941,1.5527819450628428,0.0,0.0,0.9786293294030951,11918.0,0
5/6 Pottery Ct,Brunswick,Northern Metropolitan,u,7.250238979631632,S,2016-09-24,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
2/6 Sydney Rd,Brunswick,Northern Metropolitan,u,7.243649886882767,S,2016-09-24,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
41 Eveline St,Brunswick,Northern Metropolitan,h,7.386263011432936,S,2017-02-25,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.20560058953574062,11918.0,0
28 Frederick St,Brunswick,Northern Metropolitan,h,7.479144106280874,S,2017-02-25,0.3675696631107941,2.157793988902932,0.0,0.0,0.23949889462048637,11918.0,0
3/30 Heller St,Brunswick,Northern Metropolitan,t,7.32714894998531,S,2017-02-25,0.3675696631107941,1.5527819450628428,0.46717823203800657,0.7751830004004951,0.11495946941783346,11918.0,0
10/285 Brunswick Rd,Brunswick,Northern Metropolitan,u,7.12810380120404,S,2016-07-26,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.39793662490788506,11918.0,0
4 Frederick St,Brunswick,Northern Metropolitan,h,7.419172513303565,S,2016-07-26,0.3675696631107941,2.157793988902932,0.0,0.0,0.21002210759027268,11918.0,0
4 Bell St,Brunswick,Northern Metropolitan,h,7.51826931361267,S,2016-06-27,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.30655858511422257,11918.0,0
2/123 Brunswick Rd,Brunswick,Northern Metropolitan,t,7.270938186410689,PI,2016-06-27,0.3675696631107941,2.157793988902932,0.46717823203800657,0.7751830004004951,0.0810611643330877,11918.0,0
4 Bryant St,Brunswick,Northern Metropolitan,h,7.332947180960818,VB,2016-06-27,0.3675696631107941,2.157793988902932,0.0,0.0,0.30655858511422257,11918.0,0
36 Charles St,Brunswick,Northern Metropolitan,h,7.5288218648349305,S,2016-06-27,0.3675696631107941,2.7041577949550764,0.46717823203800657,1.3141595427987196,0.48415622697126015,11918.0,0
7 Garnet St,Brunswick,Northern Metropolitan,h,7.393941766745338,S,2016-06-27,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.2527634487840825,11918.0,0
11 William St,Brunswick,Northern Metropolitan,t,7.295328021185381,PI,2016-06-27,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.04053058216654385,11918.0,0
10/150 Brunswick Rd,Brunswick,Northern Metropolitan,u,7.009450537788758,PI,2016-11-27,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.0,11918.0,1
329 Brunswick Rd,Brunswick,Northern Metropolitan,h,7.420187975052459,PI,2016-11-27,0.3675696631107941,2.7041577949550764,0.0,1.3141595427987196,0.23507737656595432,11918.0,0
7 Hall St,Brunswick,Northern Metropolitan,h,7.4285342090436925,S,2016-11-27,0.3675696631107941,2.7041577949550764,0.0,0.0,0.2675018422991894,11918.0,0
7 Louisa St,Brunswick,Northern Metropolitan,h,7.386263011432936,SP,2016-11-27,0.3675696631107941,2.157793988902932,0.0,1.7408240737773015,0.22697126013264554,11918.0,0
302/34 Union St,Brunswick,Northern Metropolitan,u,7.421198683122093,PI,2016-11-27,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.0,11918.0,1
26 Warburton St,Brunswick,Northern Metropolitan,h,7.451261053071027,S,2016-11-27,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.2328666175386883,11918.0,0
11 Denman St,Brunswick,Northern Metropolitan,h,7.463190083565509,PI,2016-05-28,0.3675696631107941,2.7041577949550764,0.46717823203800657,0.7751830004004951,0.3389830508474576,11918.0,0
19 Horne St,Brunswick,Northern Metropolitan,h,7.485202185446465,S,2016-05-28,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.25497420781134855,11918.0,0
60 Rose St,Brunswick,Northern Metropolitan,h,7.368256727232943,S,2016-05-28,0.3675696631107941,2.157793988902932,0.0,1.3141595427987196,0.7339719970523213,11918.0,0
2/22 Saxon St,Brunswick,Northern Metropolitan,u,7.251319187104491,S,2016-05-28,0.3675696631107941,1.5527819450628428,0.0,1.3141595427987196,0.0,11918.0,1
38 Stewart St,Brunswick,Northern Metropolitan,h,7.447190868633506,S,2016-05-28,0.3675696631107941,2.157793988902932,0.0,0.7751830004004951,0.3537214443625645,11918.0,0
11/6 Sydney Rd,Brunswick,Northern Metropolitan,u,7.12810380120404,S,2016-05-28,0.3675696631107941,0.8586797743388601,0.0,0.7751830004004951,0.0,11918.0,1
46 Tinning St,Brunswick,Northern Metropolitan,h,7.315734876389323,S,2016-05-28,0.3675696631107941,1.5527819450628428,0.0,0.7751830004004951,0.1466470154753132,11918.0,0
